"stationId","stationName","state","wfo","radar","timeZoneId","latitude","longitude"
"KEVV","Evansville, Evansville Regional Airport","IN","PAH","VWX","America/Chicago",38.04306,-87.52028
"KEYE","Indianapolis, Eagle Creek Airpark","IN","IND","IND","America/Indiana/Indianapolis",39.825,-86.29583
"KFWA","Fort Wayne International Airport","IN","IWX","IWX","America/Indiana/Indianapolis",40.97251,-85.20637
"KGEZ","Shelbyville Municipal Airport","IN","IND","IND","America/Indiana/Indianapolis",39.58546,-85.79982
"KGSH","Goshen, Goshen Municipal Airport","IN","IWX","IWX","America/Indiana/Indianapolis",41.52611,-85.78667
"KGUS","Grissom Air Force Base / Peru","IN","IWX","IWX","America/Indiana/Indianapolis",40.65,-86.15
"KGYY","Gary Regional Airport","IN","LOT","LOT","America/Chicago",41.61212,-87.40908
"KHNB","Huntingburg","IN","LMK","VWX","America/Indiana/Vincennes",38.25,-86.95
"KHUF","Terre Haute International Airport - Hulman Field","IN","IND","IND","America/Indiana/Indianapolis",39.4429,-87.32207
"KIND","Indianapolis International Airport","IN","IND","IND","America/Indiana/Indianapolis",39.72518,-86.2816
"KLAF","Lafayette, Purdue University Airport","IN","IND","IND","America/Indiana/Indianapolis",40.4125,-86.9475
"KMIE","Muncie, Delaware County-Johnson Field","IN","IND","IND","America/Indiana/Indianapolis",40.23417,-85.39361
"KSBN","South Bend International Airport","IN","IWX","IWX","America/Indiana/Indianapolis",41.70889,-86.31861
"KVPZ","Valparaiso Porter County Municipal Airport","IN","LOT","LOT","America/Chicago",41.45349,-86.99805
"KASW","Warsaw, Warsaw Municipal Airport","IN","IWX","IWX","America/Indiana/Indianapolis",41.27444,-85.84
"KOKK","Kokomo, Kokomo Municipal Airport","IN","IND","IND","America/Indiana/Indianapolis",40.53333,-86.06667
"KTYQ","INDIANAPOLIS","IN","IND","IND","America/Indiana/Indianapolis",40.03066,-86.2515
"KMQJ","Indianapolis Mount Comfort Airport","IN","IND","IND","America/Indiana/Indianapolis",39.8435,-85.8971
"KRZL","Rensselaer Jasper County Airport","IN","LOT","LOT","America/Chicago",40.94789,-87.18258
"KOXI","Starke County Airport","IN","IWX","IWX","America/Indiana/Knox",41.33,-86.665
"KGGP","Logansport/Cass County Airport","IN","IWX","IWX","America/Indiana/Indianapolis",40.711,-86.373
"KRCR","Rochester Fulton County Airport","IN","IWX","IWX","America/Indiana/Indianapolis",41.06553,-86.18169
"KMZZ","Marion Municipal Airport","IN","IWX","IWX","America/Indiana/Indianapolis",40.49,-85.68
"KGWB","Auburn De Kalb County Airport","IN","IWX","IWX","America/Indiana/Indianapolis",41.307,-85.064
"KMGC","Michigan City Municipal Airport","IN","IWX","IWX","America/Chicago",41.7033,-86.8212
"KPPO","La Porte Municipal Airport","IN","IWX","IWX","America/Chicago",41.5725,-86.7345
"KANQ","Angola Tri-State Steuben County Airport","IN","IWX","IWX","America/Indiana/Indianapolis",41.6404,-85.0851
"KDCY","Daviess County Airport","IN","IND","VWX","America/Indiana/Vincennes",38.7004,-87.1297
"KMCX","Monticello White County Airport","IN","IWX","IWX","America/Indiana/Indianapolis",40.7088,-86.7668
"KHHG","Huntington Municipal Airport","IN","IWX","IWX","America/Indiana/Indianapolis",40.8529,-85.4571
"KGPC","Putnam County Regional Airport","IN","IND","IND","America/Indiana/Indianapolis",39.6354,-86.8155
"KFKR","Frankfort Municipal Airport","IN","IND","IND","America/Indiana/Indianapolis",40.2734,-86.5622
"KCFJ","Crawfordsville Municipal Airport","IN","IND","IND","America/Indiana/Indianapolis",39.9756,-86.9199
"KIMS","Madison Municipal Airport","IN","LMK","LVX","America/Indiana/Indianapolis",38.7589,-85.4655
"KC62","Kendallville Municipal Airport","IN","IWX","IWX","America/Indiana/Indianapolis",41.4739,-85.2541
"KHFY","Greenwood Municipal Airport","IN","IND","IND","America/Indiana/Indianapolis",39.6276,-86.088
"KRID","Richmond Municipal Airport","IN","ILN","ILN","America/Indiana/Indianapolis",39.7572,-84.8428
"KHLB","Batesville Airport","IN","ILN","IND","America/Indiana/Indianapolis",39.34313,-85.25843
"KFRH","French Lick Municipal Airport","IN","LMK","LVX","America/Indiana/Indianapolis",38.50622,-86.63694
"KPLD","Portland Municipal Airport","IN","IWX","IWX","America/Indiana/Indianapolis",40.45158,-84.98903
"KC65","Plymouth","IN","IWX","IWX","America/Indiana/Indianapolis",41.36667,-86.3
"KJVY","Clark Regional Airport","IN","LMK","LVX","America/Kentucky/Louisville",38.36661,-85.73814
"KOJC","Olathe, Johnson County Executive Airport","KS","EAX","EAX","America/Chicago",38.85,-94.73917
"KIXD","Olathe, New Century Aircenter","KS","EAX","EAX","America/Chicago",38.82444,-94.88694
"KICT","Wichita - Wichita Dwight D. Eisenhower National Airport","KS","ICT","ICT","America/Chicago",37.64722,-97.42944
"KIAB","McConnell Air Force Base","KS","ICT","ICT","America/Chicago",37.61667,-97.26667
"KHUT","Hutchinson, Hutchinson Municipal Airport","KS","ICT","ICT","America/Chicago",38.06806,-97.86056
"KCNU","Chanute, Chanute Martin Johnson Airport","KS","ICT","TWX","America/Chicago",37.67028,-95.48417
"KEWK","Newton, Newton City/County Airport","KS","ICT","ICT","America/Chicago",38.05,-97.28333
"KDDC","Dodge City, Dodge City Regional Airport","KS","DDC","DDC","America/Chicago",37.77278,-99.96972
"KGCK","Garden City Regional Airport","KS","DDC","DDC","America/Chicago",37.9275,-100.72444
"KLBL","Liberal, Liberal Municipal Airport","KS","DDC","DDC","America/Chicago",37.05,-100.96667
"KGBD","Great Bend, Great Bend Municipal Airport","KS","ICT","DDC","America/Chicago",38.35,-98.86667
"KHYS","Hays, Hays Regional Airport","KS","DDC","DDC","America/Chicago",38.85,-99.26667
"KP28","Medicine Lodge, Medicine Lodge","KS","DDC","VNX","America/Chicago",37.28389,-98.55278
"KMHK","Manhattan, Manhattan Municipal Airport","KS","TOP","TWX","America/Chicago",39.13528,-96.67778
"KTOP","Topeka, Philip Billard Municipal Airport","KS","TOP","TWX","America/Chicago",39.0725,-95.62583
"KFOE","Topeka, Forbes Field","KS","TOP","TWX","America/Chicago",38.94139,-95.65056
"KCNK","Concordia, Blosser Municipal Airport","KS","TOP","UEX","America/Chicago",39.55139,-97.65056
"KRSL","Russell, Russell Municipal Airport","KS","ICT","DDC","America/Chicago",38.87278,-98.81306
"KSLN","Salina, Salina Municipal Airport","KS","ICT","TWX","America/Chicago",38.78,-97.64417
"KEHA","Elkhart, Elkhart-Morton County Airport","KS","DDC","DDC","America/Chicago",37,-101.88333
"KGLD","Goodland, Renner Field","KS","GLD","GLD","America/Denver",39.3675,-101.69306
"KHLC","Hill City, Hill City Municipal Airport","KS","GLD","UEX","America/Chicago",39.37472,-99.82972
"KCFV","Coffeyville, Coffeyville Municipal Airport","KS","ICT","INX","America/Chicago",37.09111,-95.56639
"KPPF","Parsons, Tri-City Airport","KS","ICT","INX","America/Chicago",37.32778,-95.50417
"KWLD","Winfield / Arkansas City, Strother Field","KS","ICT","ICT","America/Chicago",37.16806,-97.03694
"KLWC","Lawrence, Lawrence Municipal Airport","KS","TOP","EAX","America/Chicago",39.00833,-95.21167
"KFRI","Fort Riley - Marshall AAF","KS","TOP","TWX","America/Chicago",39.05586,-96.76166
"KAAO","Wichita Jabara Airport","KS","ICT","ICT","America/Chicago",37.74969,-97.21908
"KEMP","Emporia, Emporia Municipal Airport","KS","TOP","TWX","America/Chicago",38.32889,-96.19389
"KPTT","Pratt Municipal","KS","DDC","DDC","America/Chicago",37.7,-98.75
"KJHN","Stanton County Municipal Airport","KS","DDC","DDC","America/Chicago",37.5782,-101.7304
"KHQG","HUGOTON","KS","DDC","DDC","America/Chicago",37.163,-101.3705
"KULS","Ulysses Airport","KS","DDC","DDC","America/Chicago",37.604,-101.37356
"K3K3","HAMILTON","KS","DDC","GLD","America/Denver",37.99166,-101.74633
"KCBK","Colby Shaltz Field Airport","KS","GLD","GLD","America/Chicago",39.43,-101.0511
"KPTS","Atkinson Municipal Airport","KS","SGF","SGF","America/Chicago",37.4494,-94.7311
"K13K","EUREKA","KS","ICT","ICT","America/Chicago",37.8516,-96.2917
"KIDP","INDEPENDENCE","KS","ICT","INX","America/Chicago",37.1584,-95.7784
"KSYF","ST FRANCIS","KS","GLD","GLD","America/Chicago",39.763884,-101.797861
"KMYZ","Marysville Municipal Airport","KS","TOP","TWX","America/Chicago",39.8553,-96.6306
"KEQA","El Dorado Captain Jack Thomas Airport","KS","ICT","ICT","America/Chicago",37.77534,-96.81449
"K1K1","Benton Lloyd Stearman Field","KS","ICT","ICT","America/Chicago",37.7744,-97.1132
"K3AU","Augusta Municipal Airport","KS","ICT","ICT","America/Chicago",37.6716,-97.0779
"KK88","Allen County Airport","KS","ICT","EAX","America/Chicago",37.8682,-95.3869
"KOWI","Ottawa Municipal Airport","KS","TOP","EAX","America/Chicago",38.5409,-95.2542
"KBEC","Beech Factory Airport","KS","ICT","ICT","America/Chicago",37.69392,-97.21492
"K19S","Sublette Municipal Airport","KS","DDC","DDC","America/Chicago",37.4969,-100.8329
"KLYO","Lyons-Rice County Municipal Airport","KS","ICT","ICT","America/Chicago",38.34025,-98.22856
"KOIN","Oberlin Municipal Airport","KS","GLD","GLD","America/Chicago",39.83489,-100.53978
"KBWG","Bowling Green, Bowling Green-Warren County Regional Airport","KY","LMK","OHX","America/Chicago",36.96444,-86.41944
"KCVG","Cincinnati/Northern Kentucky International Airport","KY","ILN","ILN","America/New_York",39.04456,-84.67229
"KEHR","Henderson City","KY","PAH","VWX","America/Chicago",37.81667,-87.68333
"KFFT","Frankfort, Capital City Airport","KY","LMK","LVX","America/New_York",38.18472,-84.90333
"KFTK","Fort Knox","KY","LMK","LVX","America/New_York",37.9,-85.96667
"KHOP","Fort Campbell U. S. Army Airfield","KY","PAH","HPX","America/Chicago",36.66667,-87.5
"KJKL","Jackson, Carroll Airport","KY","JKL","JKL","America/New_York",37.59139,-83.31444
"KLEX","Lexington Blue Grass Airport","KY","LMK","LVX","America/New_York",38.0339,-84.61146
"KLOU","Louisville, Bowman Field Airport","KY","LMK","LVX","America/New_York",38.22778,-85.66361
"KLOZ","London, London-Corbin Airport-Magee Field","KY","JKL","JKL","America/New_York",37.08944,-84.06861
"KOWB","Owensboro, Owensboro-Daviess County Airport","KY","PAH","VWX","America/Chicago",37.74,-87.16667
"KPAH","Paducah, Barkley Regional Airport","KY","PAH","PAH","America/Chicago",37.05639,-88.77389
"KSDF","Louisville, Standiford Field","KY","LMK","LVX","America/New_York",38.17722,-85.72972
"KSME","Somerset, Somerset-Pulaski County - J.T. Wilson Field Airport","KY","JKL","JKL","America/New_York",37.05417,-84.615
"KGLW","Glasgow, Glasgow Municipal Airport","KY","LMK","OHX","America/Chicago",37.03167,-85.95361
"K1A6","Middlesboro, Middlesboro-Bell County Airport","KY","JKL","MRX","America/New_York",36.61056,-83.73722
"KEKQ","Monticello, Wayne County Airport","KY","JKL","MRX","America/Kentucky/Monticello",36.85528,-84.85611
"KCEY","Murray Kyle Oakley Field, KY","KY","PAH","PAH","America/Chicago",36.6646,-88.3728
"KDVK","Stuart Powell Field Airport","KY","LMK","LVX","America/New_York",37.5775751,-84.7694978
"K2I0","Madisonville Municipal Airport","KY","PAH","HPX","America/Chicago",37.35593,-87.39822
"KI35","Harlan","KY","JKL","MRX","America/New_York",36.85933,-83.35847
"KIOB","Mount Sterling-Montgomery County Airport","KY","JKL","JKL","America/New_York",38.0575,-83.9829
"KSJS","Big Sandy Regional Airport","KY","JKL","JKL","America/New_York",37.751,-82.6367
"KM25","Mayfield Graves County Airport","KY","PAH","PAH","America/Chicago",36.7691,-88.5847
"K5M9","Marion-crittenden County Airport","KY","PAH","PAH","America/Chicago",37.3363,-88.1097
"KSYM","Clyde A. Thomas Regional Airport","KY","JKL","JKL","America/New_York",38.215,-83.5874
"KFGX","Flemingsburg Fleming-Mason Airport","KY","ILN","ILN","America/New_York",38.5418,-83.7434
"KDWU","Ashland Regional Airport","KY","RLX","RLX","America/New_York",38.5545,-82.738
"KPBX","Pikeville Pike County Airport and Hatcher Field","KY","JKL","JKL","America/New_York",37.5587,-82.5674
"K6I2","Lebanon-Springfield Airport","KY","LMK","LVX","America/New_York",37.6352,-85.2418
"KBYL","Williamsburg-Whitley County Airport","KY","JKL","MRX","America/New_York",36.79541,-84.20127
"KM21","Muhlenberg County Airport","KY","PAH","HPX","America/Chicago",37.2262,-87.1564
"KEKX","Elizabethtown Addington Field Airport","KY","LMK","LVX","America/New_York",37.686,-85.925
"KKY8","Hancock County Airport-Ron Lewis Field","KY","LMK","LVX","America/Chicago",37.953,-86.8592
"KBRY","Samuels Field Airport","KY","LMK","LVX","America/New_York",37.81433,-85.49964
"KAAS","Taylor County Airport","KY","LMK","LVX","America/New_York",37.35828,-85.30942
"KCVW","Cameron","LA","LCH","LCH","America/Chicago",29.78333,-93.3
"KAEX","Alexandria, Alexandria International Airport","LA","LCH","POE","America/Chicago",31.33472,-92.55861
"KARA","Acadiana Regional Airport","LA","LCH","LCH","America/Chicago",30.02918,-91.88451
"KASD","Slidell, Slidell Airport","LA","LIX","LIX","America/Chicago",30.34306,-89.82194
"KBAD","Barksdale Air Force Base","LA","SHV","SHV","America/Chicago",32.5,-93.66667
"KBTR","Baton Rouge, Baton Rouge Metropolitan, Ryan Field","LA","LIX","LIX","America/Chicago",30.53722,-91.14694
"KBVE","Boothville","LA","LIX","LIX","America/Chicago",29.33333,-89.4
"KCWF","Chenault Airpark","LA","LCH","LCH","America/Chicago",30.21667,-93.15
"KDTN","Shreveport, Shreveport Downtown Airport","LA","SHV","SHV","America/Chicago",32.5425,-93.74472
"KESF","Alexandria Esler Regional Airport","LA","LCH","POE","America/Chicago",31.39634,-92.28273
"KHDC","Hammond, Hammond Municipal Airport","LA","LIX","LIX","America/Chicago",30.52083,-90.4175
"KHUM","Houma-Terrebonne Airport","LA","LIX","LIX","America/Chicago",29.56341,-90.66283
"KIER","Natchitoches, Natchitoches Regional Airport","LA","SHV","POE","America/Chicago",31.73583,-93.09917
"KLCH","Lake Charles Regional Airport","LA","LCH","LCH","America/Chicago",30.12556,-93.22767
"KLFT","Lafayette, Lafayette Regional Airport","LA","LCH","LCH","America/Chicago",30.20222,-91.99306
"KMLU","Monroe Regional Airport","LA","SHV","SHV","America/Chicago",32.51557,-92.02995
"KMSY","New Orleans, New Orleans International Airport","LA","LIX","LIX","America/Chicago",29.99278,-90.25083
"KNBG","New Orleans Naval Air Station - Alvin Callender Field","LA","LIX","LIX","America/Chicago",29.83736,-90.02445
"KNEW","New Orleans, New Orleans Lakefront Airport","LA","LIX","null","US/Central",30.04944,-90.02889
"KP92","Salt Point","LA","LCH","LCH","America/Chicago",29.55903,-91.52498
"KPOE","Fort Polk, Polk AAF Ft Polk","LA","LCH","POE","America/Chicago",31.05,-93.19389
"KPTN","Patterson Memorial","LA","LCH","LIX","America/Chicago",29.71667,-91.33333
"KRSN","Ruston, Ruston Regional Airport","LA","SHV","SHV","America/Chicago",32.51444,-92.58833
"KSHV","Shreveport, Shreveport Regional Airport","LA","SHV","SHV","America/Chicago",32.44694,-93.82417
"KTVR","Vicksburg, Vicksburg / Tallulah Regional Airport","LA","JAN","DGX","America/Chicago",32.34806,-91.03
"KBQP","Bastrop, Morehouse Memorial Airport","LA","JAN","DGX","America/Chicago",32.75583,-91.88056
"KBXA","Bogalusa, George R Carr Memorial Air Field","LA","LIX","LIX","America/Chicago",30.81361,-89.86472
"KDRI","De Ridder, Beauregard Parish Airport","LA","LCH","POE","America/Chicago",30.83167,-93.33972
"KACP","Oakdale, Allen Parish Airport","LA","LCH","POE","America/Chicago",30.75056,-92.68861
"KGAO","Galliano, South Lafourche Airport","LA","LIX","LIX","America/Chicago",29.44472,-90.26111
"KAQV","Ft. Polk - Peason Ridge","LA","SHV","POE","America/Chicago",31.4,-93.2833
"KBKB","Ft. Polk - Fullerton Landing Strip","LA","LCH","POE","America/Chicago",31.0217,-92.9107
"KUXL","Southland Field","LA","LCH","LCH","America/Chicago",30.1314,-93.3761
"KGBK","MAGNOLIA OIL PLATFORM","LA","null","null","US/Central",27.2,-92.2
"KVBS","SABINE 13B OIL PLATFORM","LA","LCH","LCH","US/Central",29.48,-93.63
"KMNE","Minden Airport","LA","SHV","SHV","America/Chicago",32.64603,-93.29808
"KGHB","GB172/Salsa (Shell E-P)","LA","null","null","US/Central",27.84,-91.988
"KVQT","Vermilion 331 (Energy Resource Technology)","LA","null","null","US/Central",28.27,-92.264
"KEIR","Eugene Island","LA","LCH","LCH","US/Central",28.634,-91.489
"KXPY","Port Fourchon","LA","LIX","LIX","America/Chicago",29.123,-90.202
"KATP","Green Canyon 787 Atlantis","LA","null","null","US/Central",27.195,-90.027
"KVOA","VK 786/Petronius (Chevron)","LA","null","null","US/Central",29.229,-87.781
"KGRY","Green Canyon 338 Front Runner","LA","null","null","US/Central",27.625,-90.441
"KIYA","Abbeville Chris Crusta Memorial Airport","LA","LCH","LCH","America/Chicago",29.97578,-92.08422
"K3R7","Jennings Airport","LA","LCH","LCH","America/Chicago",30.2427,-92.6735
"K5R8","De Quincy Industrial Airpark","LA","LCH","LCH","America/Chicago",30.4412,-93.4735
"KREG","Louisiana Regional Airport","LA","LIX","LIX","America/Chicago",30.1714,-90.9404
"KHZR","New Roads False River Regional Airport","LA","LIX","POE","America/Chicago",30.7183,-91.4787
"KOPL","Opelousas St Landry Parish Airport","LA","LCH","POE","America/Chicago",30.5584,-92.0994
"KAPS","Port of South Louisiana Executive Regional Airport","LA","LIX","LIX","America/Chicago",30.08747,-90.58283
"K0R4","Vidalia Concordia Parish","LA","JAN","POE","America/Chicago",31.562,-91.5065
"K3F3","Mansfield - C E Rusty Williams Airport","LA","SHV","SHV","America/Chicago",32.0717,-93.764
"K3L4","Grand Chenier","LA","LCH","LCH","America/Chicago",29.8,-92.804
"K7N0","New Orleans - Superdome","LA","LIX","LIX","America/Chicago",29.95,-90.06667
"KACK","Nantucket, Nantucket Memorial Airport","MA","BOX","BOX","America/New_York",41.25389,-70.05972
"KAQW","North Adams Harriman-and-West Airport","MA","ALY","ENX","America/New_York",42.69731,-73.16955
"KBAF","Westfield, Barnes Municipal Airport","MA","BOX","ENX","America/New_York",42.15972,-72.71278
"KBED","Laurence G Hanscom Field Airport","MA","BOX","BOX","America/New_York",42.46811,-71.29463
"KBOS","Boston, Logan International Airport","MA","BOX","BOX","America/New_York",42.36056,-71.01056
"KBVY","Beverly, Beverly Municipal Airport","MA","BOX","BOX","America/New_York",42.58361,-70.91639
"KCEF","Chicopee Falls / Westover Air Force Base","MA","BOX","BOX","America/New_York",42.2,-72.53333
"KCQX","Chatham, Chatham Municipal Airport","MA","BOX","BOX","America/New_York",41.6875,-69.99333
"KEWB","New Bedford, New Bedford Regional Airport","MA","BOX","BOX","America/New_York",41.67528,-70.95694
"KFIT","Fitchburg, Fitchburg Municipal Airport","MA","BOX","BOX","America/New_York",42.55194,-71.75583
"KFMH","Otis Air National Guard Base","MA","BOX","BOX","America/New_York",41.65,-70.51667
"KHYA","Hyannis, Barnstable Municipal-Boardman Airport","MA","BOX","BOX","America/New_York",41.67194,-70.26972
"KLWM","Lawrence Municipal Airport","MA","BOX","BOX","America/New_York",42.7126,-71.12553
"KMQE","East Milton","MA","BOX","BOX","America/New_York",42.21222,-71.11472
