"stationId","stationName","state","wfo","radar","timeZoneId","latitude","longitude"
"KORL","Orlando Executive Airport","FL","MLB","MLB","America/New_York",28.54655,-81.33543
"KPAM","Tyndall Air Force Base","FL","TAE","EVX","America/Chicago",30.06444,-85.5637
"KPBI","West Palm Beach - Palm Beach International Airport","FL","MFL","AMX","America/New_York",26.6851,-80.09919
"KPGD","Punta Gorda, Charlotte County Airport","FL","TBW","TBW","America/New_York",26.91778,-81.99361
"KPIE","St. Petersburg/Clearwater Airport","FL","TBW","TBW","America/New_York",27.91259,-82.68554
"KPMP","Pompano Beach, Pompano Beach Airpark","FL","MFL","AMX","America/New_York",26.24556,-80.11139
"KPNS","Pensacola - Pensacola International Airport","FL","MOB","MOB","America/Chicago",30.47806,-87.18694
"KRSW","Fort Myers, Southwest Florida International Airport","FL","TBW","TBW","America/New_York",26.52694,-81.76639
"KSFB","Orlando / Sanford Airport","FL","MLB","MLB","America/New_York",28.78333,-81.25
"KSGJ","Northeast Florida Regional Airport","FL","JAX","JAX","America/New_York",29.95924,-81.34105
"KSPG","Albert Whitted Airport","FL","TBW","TBW","US/Eastern",27.76852,-82.62564
"KSRQ","Sarasota / Bradenton, Sarasota-Bradenton International Airport","FL","TBW","TBW","America/New_York",27.40139,-82.55861
"KSUA","Witham Field Airport","FL","MLB","MLB","America/New_York",27.18157,-80.22519
"KTIX","Titusville","FL","MLB","MLB","America/New_York",28.51667,-80.8
"KTLH","Tallahassee - Tallahassee International Airport","FL","TAE","TLH","America/New_York",30.39306,-84.35333
"KTMB","Miami, Kendall-Tamiami Executive Airport","FL","MFL","AMX","America/New_York",25.64194,-80.43472
"KTPA","Tampa, Tampa International Airport","FL","TBW","TBW","America/New_York",27.96139,-82.54028
"KTTS","Titusville, NASA Shuttle Landing Facility","FL","MLB","MLB","America/New_York",28.61667,-80.7
"KVDF","Tampa, Vandenberg Airport","FL","TBW","TBW","America/New_York",28.01983,-82.3415
"KVPS","Valparaiso / Eglin Air Force Base","FL","MOB","EVX","America/Chicago",30.48333,-86.51667
"KVQQ","Cecil Airport","FL","JAX","JAX","America/New_York",30.21292,-81.8707
"KVRB","Vero Beach, Vero Beach Municipal Airport","FL","MLB","MLB","America/New_York",27.65556,-80.41806
"KXMR","Cocoa Beach, Cape Canaveral Air Force Station Skid Strip","FL","MLB","MLB","America/New_York",28.46667,-80.56667
"KEVB","New Smyrna Beach Municipal Airport","FL","MLB","MLB","America/New_York",29.05687,-80.94909
"KNDZ","Milton, Whiting Field South","FL","MOB","EVX","America/Chicago",30.69722,-87.02
"KOMN","Ormond Beach, Ormond Beach Municipal Airport","FL","MLB","MLB","America/New_York",29.30111,-81.11361
"KPCM","Plant City, Plant City Municipal Airport","FL","TBW","TBW","America/New_York",28,-82.15
"KTPF","Tampa, Peter O Knight Airport","FL","TBW","TBW","America/New_York",27.91556,-82.44917
"KOBE","Okeechobee County Airport","FL","MLB","MLB","America/New_York",27.2628,-80.8498
"KINF","Inverness Airport","FL","TBW","TBW","America/New_York",28.8086,-82.3165
"KCGC","Crystal River Airport","FL","TBW","TBW","America/New_York",28.8673,-82.5713
"KECP","Panama City - Northwest Florida Beaches International Airport","FL","TAE","EVX","America/Chicago",30.3582,-85.7956
"KFHB","Fernandina Beach Municipal Airport","FL","JAX","JAX","America/New_York",30.61183,-81.46119
"K2J9","Quincy Municipal Airport","FL","TAE","TLH","America/New_York",30.59787,-84.55743
"K42J","Keystone Airpark","FL","JAX","JAX","America/New_York",29.84475,-82.04753
"KFIN","Flagler County Airport","FL","JAX","JAX","America/New_York",29.4657,-81.20872
"KVNC","Venice Municipal Airport","FL","TBW","TBW","America/New_York",27.0716,-82.44033
"KDED","DeLand Municipal Airport","FL","MLB","MLB","America/New_York",29.067,-81.2837
"KZPH","Zephyrhills Airport","FL","TBW","TBW","America/New_York",28.2281,-82.1559
"K54J","DeFuniak Spr AP","FL","TAE","EVX","America/Chicago",30.7311,-86.1538
"KMKY","Marco Island Airport","FL","MFL","AMX","America/New_York",25.995,-81.6725
"K28J","Palatka Kay Larkin Field","FL","JAX","JAX","America/New_York",29.6586,-81.6889
"K24J","Suwannee County Airport","FL","JAX","VAX","America/New_York",30.3001,-83.0247
"KLCQ","Lake City Municipal Airport","FL","JAX","VAX","America/New_York",30.1821,-82.5769
"KCLW","Clearwater Air Park","FL","TBW","TBW","America/New_York",27.9742,-82.7563
"KSEF","Sebring Regional Airport","FL","TBW","MLB","America/New_York",27.45639,-81.34239
"KX07","Lake Wales Municipal Airport","FL","TBW","TBW","America/New_York",27.89389,-81.62042
"KABY","Southwest Georgia Regional Airport","GA","TAE","EOX","America/New_York",31.53652,-84.19571
"KAGS","Augusta, Bush Field","GA","CAE","CAE","America/New_York",33.36444,-81.96333
"KAHN","Athens, Athens Airport","GA","FFC","FFC","America/New_York",33.95083,-83.32806
"KAMG","Alma, Bacon County Airport","GA","JAX","VAX","America/New_York",31.53611,-82.50667
"KATL","Atlanta, Hartsfield - Jackson Atlanta International Airport","GA","FFC","FFC","America/New_York",33.64028,-84.42694
"KAYS","Waycross / Ware County, Ga","GA","JAX","VAX","America/New_York",31.25,-82.4
"KBGE","Bainbridge, Decatur County Industrial Air Park Airport","GA","TAE","TLH","America/New_York",30.96667,-84.63333
"KBQK","Brunswick / Glynco","GA","JAX","JAX","America/New_York",31.25,-81.46667
"KCCO","Newnan, Newnan Coweta County Airport","GA","FFC","FFC","America/New_York",33.31222,-84.77028
"KCSG","Columbus, Columbus Metropolitan Airport","GA","FFC","MXX","America/New_York",32.51611,-84.94222
"KDNL","Augusta Daniel Field","GA","CAE","CAE","America/New_York",33.4669,-82.03836
"KDNN","Dalton, Dalton Municipal Airport","GA","FFC","HTX","America/New_York",34.72167,-84.86917
"KFFC","Atlanta Regional Airport-Falcon Field","GA","FFC","FFC","America/New_York",33.35436,-84.56893
"KFTY","Fulton County Airport-Brown Field","GA","FFC","FFC","America/New_York",33.77764,-84.52461
"KGVL","Gainesville, Gilmer Memorial Airport","GA","FFC","FFC","America/New_York",34.27194,-83.83028
"KLHW","Wright Army Airfield (Fort Stewart)/Midcoast Regional Airport","GA","CHS","CLX","America/New_York",31.88724,-81.56244
"KLSF","Fort Benning","GA","FFC","MXX","America/New_York",32.33333,-84.83333
"KLZU","Gwinnett County Airport-Briscoe Field","GA","FFC","FFC","America/New_York",33.98288,-83.95842
"KMCN","Middle Georgia Regional Airport","GA","FFC","JGX","America/New_York",32.68892,-83.65293
"KMGE","Marietta / Dobbins Air Force Base","GA","FFC","FFC","America/New_York",33.91667,-84.51667
"KMGR","Moultrie, Moultrie Municipal Airport","GA","TAE","VAX","America/New_York",31.08472,-83.80306
"KOPN","Thomaston, Thomaston-Upson County Airport","GA","FFC","FFC","America/New_York",32.955,-84.26444
"KPDK","Atlanta, De Kalb-Peachtree Airport","GA","FFC","FFC","America/New_York",33.87833,-84.29806
"KRMG","Rome, R. B. Russell Airport","GA","FFC","HTX","America/New_York",34.34778,-85.16111
"KRYY","Cobb County International Airport - McCollum Field","GA","FFC","FFC","America/New_York",34.01467,-84.59635
"KSAV","Savannah-Hilton Head International Airport","GA","CHS","CLX","America/New_York",32.13137,-81.20226
"KSSI","Brunswick, Malcolm McKinnon Airport","GA","JAX","JAX","America/New_York",31.15167,-81.39139
"KSVN","Hunter U. S. Army Airfield","GA","CHS","CLX","America/New_York",32.01667,-81.15
"KTBR","Statesboro, Statesboro-Bulloch County Airport","GA","CHS","CLX","America/New_York",32.48306,-81.73722
"KVAD","Moody Air Force Base","GA","TAE","VAX","America/New_York",30.97913,-83.19247
"KVDI","Vidalia, Vidalia Municipal Airport","GA","FFC","JGX","America/New_York",32.1925,-82.37194
"KVLD","Valdosta Regional Airport","GA","TAE","VAX","America/New_York",30.77632,-83.27389
"KVPC","Cartersville Airport","GA","FFC","FFC","America/New_York",34.11589,-84.85064
"KWDR","Winder, Winder-Barrow Airport","GA","FFC","FFC","America/New_York",33.98222,-83.66806
"KWRB","Warner Robins Air Force Base","GA","FFC","JGX","America/New_York",32.63333,-83.6
"KLGC","LaGrange-Callaway Airport","GA","FFC","FFC","America/New_York",33.00617,-85.06609
"KBIJ","Blakely, Early County Airport","GA","TAE","EOX","America/New_York",31.39694,-84.895
"KEBA","Elbert County - Patz Field","GA","GSP","GSP","America/New_York",34.095,-82.81583
"KCNI","Canton, Cherokee County Airport","GA","FFC","FFC","America/New_York",34.31056,-84.42389
"KDQH","Douglas, Douglas Municipal Airport","GA","JAX","VAX","America/New_York",31.47667,-82.86028
"KEZM","Eastman, Heart of Georgia Regional Airport","GA","FFC","JGX","America/New_York",32.21417,-83.12778
"KHQU","Thomson, Thomson-McDuffie County Airport","GA","CAE","JGX","America/New_York",33.52944,-82.51639
"KJYL","Sylvania, Plantation Airpark","GA","CHS","CLX","America/New_York",32.64528,-81.59639
"KMLJ","Milledgeville, Baldwin County Airport","GA","FFC","JGX","America/New_York",33.15417,-83.24056
"KDBN","Dublin, W H 'Bud' Barron Airport","GA","FFC","JGX","America/New_York",32.56444,-82.985
"K3J7","Greensboro, Greene County Regional Airport","GA","FFC","JGX","America/New_York",33.5975,-83.13889
"KCWV","Claxton Evans County Airport","GA","CHS","CLX","America/New_York",32.1951,-81.8696
"KTVI","Thomasville Regional Airport","GA","TAE","TLH","America/New_York",30.90179,-83.88113
"KSBO","Swainsboro Emanuel County Airport","GA","FFC","JGX","America/New_York",32.6091,-82.3699
"KJCA","Jackson County Airport","GA","FFC","FFC","America/New_York",34.17586,-83.5616
"KCVC","Covington Municipal Airport","GA","FFC","FFC","America/New_York",33.632,-83.85
"KPUJ","Dallas Paulding County Regional Airport","GA","FFC","FFC","America/New_York",33.919,-84.952
"KCTJ","Carrollton West Georgia Regional Airport","GA","FFC","FFC","America/New_York",33.63,-85.15
"KACJ","Americus Souther Field Airport","GA","FFC","JGX","America/New_York",32.11081,-84.18886
"K6A2","Griffin Spalding County Airport","GA","FFC","FFC","America/New_York",33.227,-84.2749
"KAZE","Hazlehurst Airport","GA","JAX","JGX","America/New_York",31.8847,-82.6474
"KFZG","Fitzgerald Municipal Airport","GA","TAE","VAX","America/New_York",31.6839,-83.2709
"KJES","Jesup-Wayne County Airport","GA","JAX","JAX","America/New_York",31.554,-81.8825
"KTMA","Tifton Henry Tift Myers","GA","TAE","VAX","America/New_York",31.429,-83.4885
"KTOC","Toccoa Le Tourneau Airport","GA","GSP","GSP","America/New_York",34.5928,-83.2964
"KCKF","Cordele Crisp County Airport","GA","FFC","JGX","America/New_York",31.9888,-83.7739
"KBHC","Baxley Municipal Airport","GA","JAX","VAX","America/New_York",31.7138,-82.3938
"KPXE","Perry-Houston County Airport","GA","FFC","JGX","America/New_York",32.5106,-83.7673
"KCXU","Camilla-Mitchell County Airport","GA","TAE","TLH","America/New_York",31.2132,-84.2352
"K18A","Franklin County Airport","GA","GSP","GSP","America/New_York",34.3404,-83.1308
"KAJR","Cornelia Habersham County Airport","GA","GSP","GSP","America/New_York",34.4998,-83.5567
"KJZP","Jasper Pickens County Airport","GA","FFC","FFC","America/New_York",34.45417,-84.45971
"K49A","Gilmer County Airport","GA","FFC","FFC","America/New_York",34.6301,-84.5271
"KDZJ","Blairsville Airport","GA","FFC","MRX","America/New_York",34.8544,-83.9973
"K9A5","Barwick Lafayette Airport","GA","FFC","HTX","America/New_York",34.6885,-85.2903
"KCZL","Calhoun Tom B. David Field Airport","GA","FFC","HTX","America/New_York",34.4554,-84.9392
"KHMP","Henry County Airport","GA","FFC","FFC","America/New_York",33.3899,-84.331
"KPIM","Pine Mountain Harris County Airport","GA","FFC","FFC","America/New_York",32.8407,-84.8824
"K17J","Donalsonville Municipal Airport","GA","TAE","EOX","America/New_York",31.00697,-84.87761
"KD73","Monroe-Walton County Airport","GA","FFC","FFC","America/New_York",33.78253,-83.69281
"K2J3","Louisville Municipal Airport","GA","FFC","JGX","America/New_York",32.98594,-82.38481
"K48A","Cochran Airport","GA","FFC","JGX","America/New_York",32.3994,-83.2759
"K2J5","Millen Airport","GA","CHS","CLX","America/New_York",32.8935,-81.9654
"PHBK","Kekaha, Pacific Missile Test Facility Barking Sands","HI","HFO","HKI","Pacific/Honolulu",22.03639,-159.78639
"PHNL","Daniel K Inouye International Airport","HI","HFO","HMO","Pacific/Honolulu",21.3275,-157.94306
"PHTO","Hilo, Hilo International Airport","HI","HFO","HKM","Pacific/Honolulu",19.72222,-155.05583
"PHKO","Kailua / Kona, Keahole Airport","HI","HFO","HKM","Pacific/Honolulu",19.74083,-156.05056
"PHLI","Lihue, Lihue Airport","HI","HFO","HKI","Pacific/Honolulu",21.98389,-159.34111
"PHNY","Lanai City, Lanai Airport","HI","HFO","HMO","Pacific/Honolulu",20.78556,-156.95139
"PHMK","Kaunakakai, Molokai Airport","HI","HFO","HMO","Pacific/Honolulu",21.15,-157.1
"PHOG","Kahului, Kahului Airport","HI","HFO","HMO","Pacific/Honolulu",20.8925,-156.43694
"PHJH","Lahaina - West Maui","HI","HFO","HMO","Pacific/Honolulu",20.96307,-156.67466
"PHHI","Wheeler Air Force Base / Oahu","HI","HFO","HMO","Pacific/Honolulu",21.48333,-158.03333
"PHJR","Oahu, Kalaeloa Airport","HI","HFO","HMO","Pacific/Honolulu",21.30833,-158.06806
"PHNG","Kaneohe, Marine Corps Air Station","HI","HFO","HMO","Pacific/Honolulu",21.45389,-157.76556
"PHSF","Bradshaw Army Air Field / Hawaii","HI","HFO","HKM","Pacific/Honolulu",19.78333,-155.55
"PMDY","Sand Island, Henderson Field Airport","HI","HFO","null","Pacific/Midway",28.21667,-177.36667
"KADU","Audubon, Audubon County Airport","IA","DMX","DMX","America/Chicago",41.70111,-94.92028
"KAIO","Atlantic","IA","DMX","OAX","America/Chicago",41.4,-95.05
"KALO","Waterloo, Waterloo Municipal Airport","IA","DMX","DMX","America/Chicago",42.55444,-92.40111
"KAMW","Ames, Ames Municipal Airport","IA","DMX","DMX","America/Chicago",41.99056,-93.61889
"KAWG","Washington","IA","DVN","DVN","America/Chicago",41.28333,-91.66667
"KAXA","Algona","IA","DMX","DMX","America/Chicago",43.08333,-94.26667
"KBNW","Boone Municipal","IA","DMX","DMX","America/Chicago",42.05,-93.85
"KBRL","Burlington Regional Airport","IA","DVN","DVN","America/Chicago",40.77293,-91.12543
"KCAV","Clarion","IA","DMX","DMX","America/Chicago",42.75,-93.76667
"KCBF","Council Bluffs","IA","OAX","OAX","America/Chicago",41.26125,-95.7604
"KCCY","Charles City","IA","ARX","ARX","America/Chicago",43.06667,-92.61667
"KCID","Cedar Rapids Airport","IA","DVN","DVN","America/Chicago",41.88295,-91.72456
"KCIN","Carroll","IA","DMX","DMX","America/Chicago",42.05,-94.78333
"KCNC","Chariton","IA","DMX","DMX","America/Chicago",41.03333,-93.36667
"KCSQ","Creston Municipal Airport","IA","DMX","DMX","America/Chicago",41.01886,-94.361
"KCWI","Clinton Municipal Airport","IA","DVN","DVN","America/Chicago",41.82954,-90.33279
"KDBQ","Dubuque Regional Airport","IA","DVN","DVN","America/Chicago",42.39837,-90.7091
"KDEH","Decorah","IA","ARX","ARX","America/Chicago",43.28333,-91.73333
"KDNS","Denison","IA","DMX","OAX","America/Chicago",41.98333,-95.38333
"KDSM","Des Moines International Airport","IA","DMX","DMX","America/Chicago",41.53399,-93.65307
"KDVN","Davenport Municipal Airport","IA","DVN","DVN","America/Chicago",41.61338,-90.59479
"KEBS","Webster City Municipal Airport","IA","DMX","DMX","America/Chicago",42.43724,-93.87237
"KEOK","Keokuk Municipal Airport","IA","DVN","DVN","America/Chicago",40.46149,-91.42739
"KEST","Estherville, Estherville Municipal Airport","IA","DMX","FSD","America/Chicago",43.40111,-94.74722
"KFFL","Fairfield Municipal Airport","IA","DVN","DVN","America/Chicago",41.0521,-91.98339
"KFOD","Fort Dodge","IA","DMX","DMX","America/Chicago",42.55,-94.18333
"KFSW","Fort Madison Municipal Airport","IA","DVN","DVN","America/Chicago",40.66154,-91.32672
"KHNR","Harlan, Harlan Municipal Airport","IA","OAX","OAX","America/Chicago",41.58444,-95.33972
"KICL","Schenck Field Airport","IA","OAX","OAX","America/Chicago",40.72421,-95.02224
"KIKV","Ankeny Regional Airport","IA","DMX","DMX","America/Chicago",41.68782,-93.56944
"KIOW","Iowa City Municipal Airport","IA","DVN","DVN","America/Chicago",41.63945,-91.5445
"KLRJ","Le Mars Municipal Airport","IA","FSD","FSD","America/Chicago",42.77478,-96.19239
"KLWD","Lamoni, Lamoni Municipal Airport","IA","DMX","DMX","America/Chicago",40.63056,-93.90083
"KMCW","Mason City Municipal Airport","IA","DMX","DMX","America/Chicago",43.15442,-93.32607
"KMIW","Marshalltown, Marshalltown Municipal Airport","IA","DMX","DMX","America/Chicago",42.11056,-92.91611
"KMPZ","Mount Pleasant, Mount Pleasant Municipal Airport","IA","DVN","DVN","America/Chicago",40.94667,-91.51111
"KMUT","Muscatine","IA","DVN","DVN","America/Chicago",41.36667,-91.15
"KOLZ","Oelwein Municipal Airport","IA","ARX","ARX","America/Chicago",42.68316,-91.97595
"KORC","Orange City Municipal Airport","IA","FSD","FSD","America/Chicago",42.98953,-96.06058
"KOTM","Ottumwa Regional Airport","IA","DMX","DMX","America/Chicago",41.10082,-92.44451
"KOXV","Knoxville","IA","DMX","DMX","America/Chicago",41.3,-93.11667
"KPEA","Pella, Pella Municipal Airport","IA","DMX","DMX","America/Chicago",41.4,-92.93333
"KRDK","Red Oak","IA","OAX","OAX","America/Chicago",41.01667,-95.26667
"KSDA","Shenandoah Municipal","IA","OAX","OAX","America/Chicago",40.75,-95.41667
"KSHL","Sheldon","IA","FSD","FSD","America/Chicago",43.21667,-95.83333
"KSLB","Storm Lake","IA","FSD","DMX","America/Chicago",42.6,-95.23333
"KSPW","Spencer Municipal Airport","IA","FSD","FSD","America/Chicago",43.16825,-95.21008
"KSUX","Sioux City, Sioux Gateway Airport","IA","FSD","OAX","America/Chicago",42.4025,-96.38444
"KTNU","Newton Municipal Airport - Earl Johnson Field","IA","DMX","DMX","America/Chicago",41.67014,-93.01902
"KCKP","Cherokee, Cherokee Municipal Airport","IA","FSD","FSD","America/Chicago",42.73167,-95.55583
"KIIB","Independence, Independence Municipal Airport","IA","DVN","DVN","America/Chicago",42.45,-91.93333
"KVTI","Vinton, Vinton Veterans Memorial Airpark Airport","IA","DVN","DVN","America/Chicago",42.21861,-92.02583
"KOOA","Oskaloosa, Oskaloosa Municipal Airport","IA","DMX","DMX","America/Chicago",41.22611,-92.49361
"KGGI","Grinnell Municipal Airfield","IA","DMX","DMX","America/Chicago",41.7092,-92.7349
"KPRO","Perry Municipal Airport","IA","DMX","DMX","America/Chicago",41.828,-94.1599
"KTVK","Centerville Municipal Airport","IA","DMX","DMX","America/Chicago",40.6839,-92.901
"KI75","Osceola Municipal Airport","IA","DMX","DMX","America/Chicago",41.05222,-93.68966
"KIFA","Iowa Falls Municipal Airport","IA","DMX","DMX","America/Chicago",42.471,-93.27
"KFXY","Forest City Municipal Airport","IA","DMX","DMX","America/Chicago",43.235,-93.624
"KHPT","Hampton Municipal Airport","IA","DMX","DMX","America/Chicago",42.72369,-93.22633
"KBOI","Boise Air Terminal","ID","BOI","CBX","America/Boise",43.56704,-116.24053
"KBYI","Burley Municipal Airport","ID","PIH","SFX","America/Boise",42.54525,-113.7686
"KCOE","Coeur d'Alene Airport - Pappy Boyington Field","ID","OTX","OTX","America/Los_Angeles",47.76667,-116.81667
"KEUL","Caldwell - Caldwell Industrial Airport","ID","BOI","CBX","America/Boise",43.64055,-116.63017
"KIDA","Idaho Falls Regional Airport","ID","PIH","SFX","America/Boise",43.52083,-112.06611
"KJER","Jerome County Airport","ID","BOI","SFX","America/Boise",42.72736,-114.45469
"KLLJ","Challis - Challis Airport","ID","PIH","CBX","America/Boise",44.523,-114.21611
"KLWS","Lewiston, Lewiston-Nez Perce County Airport","ID","OTX","OTX","America/Los_Angeles",46.37472,-117.01444
"KMUO","Mountain Home Air Force Base","ID","BOI","CBX","America/Boise",43.05,-115.86667
"KMYL","McCall Airport","ID","BOI","CBX","America/Boise",44.89425,-116.09978
"KP69","Lowell","ID","MSO","MSX","America/Los_Angeles",46.14417,-115.59639
"KPIH","Pocatello, Pocatello Regional Airport","ID","PIH","SFX","America/Boise",42.92028,-112.57111
"KRXE","Rexburg, Rexburg-Madison County Airport","ID","PIH","SFX","America/Boise",43.83167,-111.80611
"KGIC","Grangeville - Idaho County Airport","ID","MSO","MSX","America/Los_Angeles",45.94111,-116.13257
"KSMN","Salmon, Lemhi County Airport","ID","MSO","MSX","America/Boise",45.11667,-113.88333
"KSNT","Stanley, Stanley Ranger Station","ID","PIH","CBX","America/Boise",44.20861,-114.93444
"KSUN","Hailey, Friedman Memorial Airport","ID","PIH","SFX","America/Boise",43.5,-114.3
"KTWF","Joslin Field - Magic Valley Regional Airport","ID","BOI","SFX","America/Boise",42.4785,-114.47739
"KSZT","Sandpoint, Sandpoint Airport","ID","OTX","OTX","America/Los_Angeles",48.29944,-116.56
"KDIJ","Driggs, Driggs-Reed Memorial Airport","ID","PIH","SFX","America/Boise",43.74167,-111.09778
"K65S","Boundary County Airport","ID","OTX","OTX","America/Los_Angeles",48.726,-116.2952
"KMAN","Nampa Municipal Airport","ID","BOI","CBX","America/Boise",43.5813,-116.5231
"K1H2","Effingham, Effingham County Memorial Airport","IL","ILX","VWX","America/Chicago",39.07056,-88.53333
"KAAA","Logan County Airport","IL","ILX","ILX","America/Chicago",40.15885,-89.33891
"KALN","St. Louis Regional Airport","IL","LSX","LSX","America/Chicago",38.88968,-90.03163
"KARR","Aurora Municipal Airport","IL","LOT","LOT","America/Chicago",41.77132,-88.48147
"KBLV","Belleville, Scott AFB/MidAmerica Airport","IL","LSX","LSX","America/Chicago",38.55,-89.85
"KBMI","Bloomington/Normal, Central Illinois Regional Airport at Bloomington-Normal","IL","ILX","ILX","America/Chicago",40.47694,-88.91583
"KC09","Morris Muni-James R Washburn Field Airport","IL","LOT","LOT","America/Chicago",41.43164,-88.41519
"KC75","Marshall County Airport","IL","ILX","ILX","America/Chicago",41.02307,-89.38854
"KCMI","University of Illinois - Willard","IL","ILX","ILX","America/Chicago",40.03245,-88.27547
"KCPS","St. Louis Downtown Airport","IL","LSX","LSX","America/Chicago",38.56403,-90.14871
"KDEC","Decatur Airport","IL","ILX","ILX","America/Chicago",39.8308,-88.87192
"KDKB","De Kalb Taylor Municipal Airport","IL","LOT","LOT","America/Chicago",41.93381,-88.70657
"KDNV","Danville, Vermilion County Airport","IL","ILX","IND","America/Chicago",40.19944,-87.59556
"KDPA","Chicago / West Chicago, Dupage Airport","IL","LOT","LOT","America/Chicago",41.89639,-88.25111
"KENL","Centralia Municipal Airport","IL","LSX","VWX","America/Chicago",38.50951,-89.08996
"KFEP","Albertus Airport","IL","DVN","DVN","America/Chicago",42.24751,-89.58104
"KFOA","Flora Municipal Airport","IL","ILX","VWX","America/Chicago",38.66726,-88.4527
"KFWC","Fairfield, Fairfield Municipal Airport","IL","PAH","VWX","America/Chicago",38.37861,-88.41278
"KGBG","Galesburg Municipal Airport","IL","ILX","DVN","America/Chicago",40.9329,-90.43339
"KHSB","Harrisburg-Raleigh Airport","IL","PAH","PAH","America/Chicago",37.81281,-88.54486
"KIGQ","Lansing Municipal Airport","IL","LOT","LOT","America/Chicago",41.54125,-87.52822
"KIJX","Jacksonville Municipal Airport","IL","ILX","ILX","America/Chicago",39.77401,-90.24187
"KIKK","Greater Kankakee Airport","IL","LOT","LOT","America/Chicago",41.06871,-87.85372
"KJOT","Joliet Regional Airport","IL","LOT","LOT","America/Chicago",41.51755,-88.17903
"KLOT","Lewis University Airport","IL","LOT","LOT","America/Chicago",41.60307,-88.10164
"KLWV","Lawrenceville-Vincennes International Airport","IL","ILX","VWX","America/Chicago",38.76046,-87.59903
"KMDH","Southern Illinois Airport","IL","PAH","PAH","America/Chicago",37.78328,-89.24532
"KMDW","Chicago, Chicago Midway Airport","IL","LOT","LOT","America/Chicago",41.78417,-87.75528
"KMLI","Moline Quad-City Airport","IL","DVN","DVN","America/Chicago",41.4482,-90.52359
"KMQB","Macomb Municipal Airport","IL","DVN","ILX","America/Chicago",40.51763,-90.64807
"KMTO","Mattoon / Charleston, Coles County Memorial Airport","IL","ILX","ILX","America/Chicago",39.47806,-88.27917
"KMVN","Mount Vernon Airport","IL","PAH","VWX","America/Chicago",38.32842,-88.85292
"KMWA","Marion - Williamson County Regional Airport","IL","PAH","PAH","America/Chicago",37.76671,-89.00993
"KOLY","Olney-Noble Airport","IL","ILX","VWX","America/Chicago",38.72133,-88.1799
"KPIA","Peoria - General Downing-Peoria International Airport","IL","ILX","ILX","America/Chicago",40.6675,-89.68389
"KPNT","Pontiac Municipal Airport","IL","LOT","LOT","America/Chicago",40.92327,-88.6213
"KPPQ","Pittsfield, Pittsfield Penstone Municipal Airport","IL","LSX","LSX","America/Chicago",39.63889,-90.77833
"KPRG","Edgar County Airport","IL","ILX","IND","America/Chicago",39.69817,-87.6669
"KPWK","Chicago / Wheeling, Pal-Waukee Airport","IL","LOT","LOT","America/Chicago",42.12083,-87.90472
"KRFD","Rockford, Greater Rockford Airport","IL","LOT","MKX","America/Chicago",42.19278,-89.09333
"KRPJ","Rochelle, Rochelle Municipal-Koritz Field Airport","IL","LOT","LOT","America/Chicago",41.89057,-89.08175
"KSAR","Sparta Community-Hunter Field Airport","IL","LSX","LSX","America/Chicago",38.14624,-89.70243
"KSLO","Salem, Salem-Leckrone Airport","IL","LSX","VWX","America/Chicago",38.64278,-88.96417
"KSPI","Springfield - Abraham Lincoln Capital Airport","IL","ILX","ILX","America/Chicago",39.84527,-89.68405
"KSQI","Sterling Rockfalls","IL","DVN","DVN","America/Chicago",41.7432,-89.66547
"KTAZ","Taylorville, Taylorville Municipal Airport","IL","ILX","ILX","America/Chicago",39.53417,-89.32778
"KTIP","Rantoul National Aviation Center Airport","IL","ILX","ILX","America/Chicago",40.28952,-88.1473
"KUGN","Chicago/Waukegan Regional Airport","IL","LOT","MKX","America/Chicago",42.42546,-87.86339
"KUIN","Quincy Regional Airport-Baldwin Field","IL","LSX","LSX","America/Chicago",39.9371,-91.19659
"KVYS","Illinois Valley Regional Airport","IL","LOT","LOT","America/Chicago",41.35175,-89.14963
"KORD","Chicago, Chicago-O'Hare International Airport","IL","LOT","LOT","America/Chicago",41.97972,-87.90444
"K3LF","Litchfield Municipal Airport","IL","LSX","LSX","America/Chicago",39.16052,-89.67419
"KAJG","Mount Carmel, Mount Carmel Municipal Airport","IL","ILX","VWX","America/Chicago",38.60928,-87.72508
"KCIR","Cairo Regional Airport","IL","PAH","PAH","America/Chicago",37.06388,-89.2232
"KCUL","Carmi Municipal Airport","IL","PAH","VWX","America/Chicago",38.08875,-88.12125
"KI63","Mount Sterling, Mount Sterling Municipal Airport","IL","LSX","ILX","America/Chicago",39.9875,-90.80417
"KM30","Metropolis Municipal Airport","IL","PAH","PAH","America/Chicago",37.18243,-88.74885
"KRSV","Robinson Municipal Airport","IL","ILX","VWX","America/Chicago",39.01361,-87.64846
"KSFY","Tri-Township Airport","IL","DVN","DVN","America/Chicago",42.04544,-90.11009
"K06C","Schaumburg Regional Airport","IL","LOT","LOT","America/Chicago",41.98934,-88.10124
"KAID","Anderson Municipal Airport","IN","IND","IND","America/Indiana/Indianapolis",40.10612,-85.60977
"KBAK","Columbus / Bakalar","IN","IND","IND","America/Indiana/Indianapolis",39.26667,-85.9
"KBMG","Bloomington, Monroe County Airport","IN","IND","IND","America/Indiana/Indianapolis",39.14306,-86.61667
"KEKM","Elkhart Municipal","IN","IWX","IWX","America/Indiana/Indianapolis",41.71667,-86
